Horodateur,Url de la musique sur youtube (youtube music fonctionne aussi)
02/06/2022 10:20:07,https://www.youtube.com/watch?v=ToBQY630PZE
02/06/2022 10:20:27,https://www.youtube.com/watch?v=yW5AnWT1d5E
02/06/2022 10:20:45,https://www.youtube.com/watch?v=90ec997EzAM
02/06/2022 10:21:15,https://www.youtube.com/watch?v=ieLL_jQJ3mM
02/06/2022 10:22:49,https://www.youtube.com/watch?v=2TgO-tN5wAM
02/06/2022 10:23:09,https://www.youtube.com/watch?v=EBhFHJMVfiI
02/06/2022 10:23:13,https://www.youtube.com/watch?v=SqFaCDvHxU4
02/06/2022 10:23:24,https://www.youtube.com/watch?v=wDgQdr8ZkTw
02/06/2022 10:23:55,https://www.youtube.com/watch?v=wDgQdr8ZkTw
02/06/2022 10:25:45,https://www.youtube.com/watch?v=nxXcuDAv7Ss
02/06/2022 10:26:21,https://www.youtube.com/watch?v=k9lr62Lth_I
02/06/2022 10:26:39,https://www.youtube.com/watch?v=AB6sOhQan9Y
02/06/2022 10:27:26,https://www.youtube.com/watch?v=hpCgnNbFGKc
02/06/2022 10:29:27,https://www.youtube.com/watch?v=aElM_uHL00E
02/06/2022 10:29:45,https://www.youtube.com/watch?v=erKkWGfEW9U
02/06/2022 10:30:17,https://www.youtube.com/watch?v=GTCB79fDUOY
02/06/2022 10:30:33,https://www.youtube.com/watch?v=O59iwBYDYcw
02/06/2022 11:02:14,https://www.youtube.com/watch?v=5KWBSF1FB8E
02/06/2022 11:03:06,www.youtube.com/watch?v=gLsrKdeO8aM
02/06/2022 11:03:44,www.youtube.com/watch?v=879ysA4h9r4
02/06/2022 11:04:40,youtube.com/watch?v=wJAcaPUVnoM
02/06/2022 11:06:43,youtube.com/watch?v=mvA3FxYmy70
02/06/2022 11:07:21,youtube.com/watch?v=8f2vJPtOUf8
02/06/2022 11:07:59,youtube.com/watch?v=jI1SHEnzNnU
02/06/2022 11:08:50,youtube.com/watch?v=IEbCL-1N8O4
02/06/2022 11:09:57,youtube.com/watch?v=bdzDjshU_nY
02/06/2022 13:13:36,https://youtu.be/n5DGDyp8Aac
02/06/2022 13:14:09,https://youtu.be/kGjcau9FzVc
02/06/2022 13:14:49,https://youtu.be/yTatdcy5gDk
02/06/2022 13:15:08,https://youtu.be/-p0bLTbTJl0
02/06/2022 13:15:22,https://youtu.be/YGMKpj36T1o
02/06/2022 13:15:37,https://youtu.be/tDJhDfg2jCQ
02/06/2022 13:15:54,https://youtu.be/3-s09_5TRGY
02/06/2022 13:16:12,https://youtu.be/dsmsAeHWhO4
02/06/2022 13:16:41,https://youtu.be/w35nRWzHO70
02/06/2022 13:17:00,https://youtu.be/l_S_gTnUzvg
02/06/2022 13:17:31,https://youtu.be/TFt_OvdJUIM
02/06/2022 13:17:54,https://youtu.be/MnH03XLqeRs
02/06/2022 13:18:15,https://youtu.be/_6QlWKJhhKQ
02/06/2022 13:18:36,https://youtu.be/DmD5lTRYNQ4
02/06/2022 13:19:18,https://youtu.be/IWTf2MI71Q4
02/06/2022 13:19:53,https://youtu.be/hiXurIUQ8DY
02/06/2022 13:20:25,https://youtu.be/s2KzrsDEi3A
02/06/2022 13:20:49,https://youtu.be/wHvLG8WlWhw
02/06/2022 13:21:34,https://youtu.be/soamUONtXBI
02/06/2022 13:22:46,https://youtu.be/oKmN5lLqSOk
02/06/2022 13:23:08,https://youtu.be/pZjNGZZ3ajc
02/06/2022 13:23:57,https://youtu.be/D6XZDvuUfbY
02/06/2022 13:24:33,https://youtu.be/kxdgHkdAiCg
02/06/2022 14:12:03,"Hello tout le monde j'aurais besoins de votre participation pour mon ADS, il me faudrait des musiques ! https://forms.gle/zNF4x4huhCURAKWe7 Peu importe le genre, il me faut des liens youtube ou youtube music. Merci d'avance les ptis loups ! 😉"
02/06/2022 14:12:13,https://www.youtube.com/playlist?list=PLitZJ3-4ycxryzANjAJEwRx326Lf-9TXw
02/06/2022 14:13:11,https://www.youtube.com/playlist?list=PLitZJ3-4ycxqnQ2aVs_T-remtzzbO__yA
02/06/2022 14:13:29,https://www.youtube.com/watch?v=EWMPVn1kgIQ&list=RDEWMPVn1kgIQ&ab_channel=DaVinci%27sNotebook-Topic
02/06/2022 14:13:47,https://www.youtube.com/playlist?list=PLitZJ3-4ycxolYhhsQW-Q4OzXSRYvOQwg
02/06/2022 14:14:29,https://www.youtube.com/playlist?list=PLitZJ3-4ycxokKwUtFhepYadJZQ8Q1OL2
02/06/2022 14:14:59,https://www.youtube.com/watch?v=rvrZJ5C_Nwg&t=0s&ab_channel=KirinJCallinanVEVO
02/06/2022 14:15:41,https://www.youtube.com/watch?v=GwYZ_zynAm8&ab_channel=TheSynthVerse
02/06/2022 14:34:33,https://www.youtube.com/watch?v=wWblPXLnv6k
02/06/2022 21:03:27,https://www.youtube.com/watch?v=OYG8Ul276-w
